image_id,region_index,psnr_benefit,four_metric_majority,human_severity,human_hallucination_present,human_hallucination_clear,useful_psnr_and_human_low,annotation_status
case5,98,0,0,,,,,pending
case5,99,0,0,,,,,pending
case5,100,0,0,,,,,pending
case5,101,0,0,,,,,pending
case5,102,0,0,,,,,pending
case5,103,0,0,,,,,pending
case5,104,0,0,,,,,pending
case5,105,0,0,,,,,pending
case5,106,0,0,,,,,pending
case5,107,0,1,,,,,pending
case5,108,0,0,,,,,pending
case5,109,0,0,,,,,pending
case5,110,0,0,,,,,pending
case5,111,0,0,,,,,pending
case5,112,0,0,,,,,pending
case5,113,0,0,,,,,pending
case5,114,0,0,,,,,pending
case5,115,0,0,,,,,pending
case5,116,0,0,,,,,pending
case5,117,0,0,,,,,pending
case5,118,1,1,,,,,pending
case5,119,0,0,,,,,pending
case5,120,0,0,,,,,pending
case5,121,0,0,,,,,pending
case5,122,0,0,,,,,pending
case5,123,0,1,,,,,pending
case5,124,0,0,,,,,pending
case5,125,0,0,,,,,pending
case5,126,0,0,,,,,pending
case5,127,0,0,,,,,pending
case5,128,0,0,,,,,pending
case5,129,0,0,,,,,pending
case5,130,0,0,,,,,pending
case5,131,0,0,,,,,pending
case5,132,0,0,,,,,pending
case5,133,0,0,,,,,pending
case5,134,1,1,,,,,pending
case5,135,0,0,,,,,pending
case5,136,0,0,,,,,pending
case5,137,0,0,,,,,pending
case5,138,0,0,,,,,pending
case5,139,0,0,,,,,pending
case5,140,0,0,,,,,pending
case5,141,1,0,,,,,pending
case5,142,0,0,,,,,pending
case5,143,0,0,,,,,pending
case5,144,0,0,,,,,pending
case5,145,0,0,,,,,pending
case5,146,0,0,,,,,pending
case5,147,0,0,,,,,pending
case5,148,0,0,,,,,pending
case5,149,0,0,,,,,pending
case5,150,0,0,,,,,pending
case5,151,0,0,,,,,pending
case5,152,0,0,,,,,pending
case5,153,0,0,,,,,pending
case5,154,0,0,,,,,pending
case5,155,0,0,,,,,pending
case5,156,0,0,,,,,pending
case5,157,1,0,,,,,pending
case5,158,0,0,,,,,pending
case5,159,0,0,,,,,pending
case5,160,0,0,,,,,pending
case5,161,0,0,,,,,pending
case5,162,0,0,,,,,pending
case5,163,0,0,,,,,pending
case5,164,0,0,,,,,pending
case5,165,0,0,,,,,pending
case5,166,0,0,,,,,pending
case5,167,0,0,,,,,pending
case5,168,0,0,,,,,pending
case5,169,0,0,,,,,pending
case5,170,0,0,,,,,pending
case5,171,0,0,,,,,pending
case5,172,0,0,,,,,pending
case5,173,0,0,,,,,pending
case5,174,0,0,,,,,pending
case5,175,0,0,,,,,pending
case5,176,0,0,,,,,pending
case5,177,0,0,,,,,pending
case5,178,0,0,,,,,pending
case5,179,0,0,,,,,pending
case5,180,0,0,,,,,pending
case5,181,0,0,,,,,pending
case5,182,0,0,,,,,pending
case5,183,0,0,,,,,pending
case5,184,0,0,,,,,pending
case5,185,0,0,,,,,pending
case5,186,0,0,,,,,pending
case5,187,0,0,,,,,pending
case5,188,0,0,,,,,pending
case5,189,0,0,,,,,pending
case5,190,0,0,,,,,pending
case5,191,0,0,,,,,pending
bsds_100098,0,0,1,,,,,pending
bsds_100098,1,0,0,,,,,pending
bsds_100098,2,0,0,,,,,pending
bsds_100098,3,0,0,,,,,pending
bsds_106025,0,0,0,,,,,pending
bsds_106025,1,0,0,,,,,pending
bsds_106025,2,0,0,,,,,pending
bsds_106025,3,0,0,,,,,pending
bsds_112082,0,0,0,,,,,pending
bsds_112082,1,0,0,,,,,pending
bsds_112082,2,0,0,,,,,pending
bsds_112082,3,0,0,,,,,pending
bsds_138078,0,0,0,,,,,pending
bsds_138078,1,0,0,,,,,pending
bsds_138078,2,0,0,,,,,pending
bsds_138078,3,0,0,,,,,pending
bsds_140055,0,0,0,,,,,pending
bsds_140055,1,0,0,,,,,pending
bsds_140055,2,0,0,,,,,pending
bsds_140055,3,0,0,,,,,pending
bsds_147021,0,0,0,,,,,pending
bsds_147021,1,0,0,,,,,pending
bsds_147021,2,0,0,,,,,pending
bsds_147021,3,0,1,,,,,pending
bsds_153077,0,0,0,,,,,pending
bsds_153077,1,0,0,,,,,pending
bsds_153077,2,0,0,,,,,pending
bsds_153077,3,0,0,,,,,pending
bsds_159029,0,0,0,,,,,pending
bsds_159029,1,0,0,,,,,pending
bsds_159029,2,0,0,,,,,pending
bsds_159029,3,0,0,,,,,pending
bsds_159045,0,0,0,,,,,pending
bsds_159045,1,0,0,,,,,pending
bsds_159045,2,0,0,,,,,pending
bsds_159045,3,0,0,,,,,pending
bsds_159091,0,0,0,,,,,pending
bsds_159091,1,0,0,,,,,pending
bsds_159091,2,0,0,,,,,pending
bsds_159091,3,0,0,,,,,pending
bsds_164074,0,0,0,,,,,pending
bsds_164074,1,0,0,,,,,pending
bsds_164074,2,0,0,,,,,pending
bsds_164074,3,0,0,,,,,pending
bsds_166081,0,0,0,,,,,pending
bsds_166081,1,0,0,,,,,pending
bsds_166081,2,0,0,,,,,pending
bsds_166081,3,0,0,,,,,pending
bsds_176039,0,0,1,,,,,pending
bsds_176039,1,0,1,,,,,pending
bsds_176039,2,0,0,,,,,pending
bsds_176039,3,0,0,,,,,pending
bsds_183055,0,0,0,,,,,pending
bsds_183055,1,0,0,,,,,pending
bsds_183055,2,0,0,,,,,pending
bsds_183055,3,0,0,,,,,pending
bsds_187029,0,0,0,,,,,pending
bsds_187029,1,0,0,,,,,pending
bsds_187029,2,0,0,,,,,pending
bsds_187029,3,0,0,,,,,pending
bsds_188063,0,0,0,,,,,pending
bsds_188063,1,0,0,,,,,pending
bsds_188063,2,0,0,,,,,pending
bsds_188063,3,0,0,,,,,pending
bsds_198023,0,1,1,,,,,pending
bsds_198023,1,1,1,,,,,pending
bsds_198023,2,0,0,,,,,pending
bsds_198023,3,1,1,,,,,pending
bsds_198054,0,0,0,,,,,pending
bsds_198054,1,0,1,,,,,pending
bsds_198054,2,0,0,,,,,pending
bsds_198054,3,0,0,,,,,pending
bsds_20008,0,0,0,,,,,pending
bsds_20008,1,0,0,,,,,pending
bsds_20008,2,0,0,,,,,pending
bsds_20008,3,0,0,,,,,pending
bsds_216041,0,0,0,,,,,pending
bsds_216041,1,0,0,,,,,pending
bsds_216041,2,0,0,,,,,pending
bsds_216041,3,0,0,,,,,pending
bsds_225017,0,0,0,,,,,pending
bsds_225017,1,0,0,,,,,pending
bsds_225017,2,0,1,,,,,pending
bsds_225017,3,0,1,,,,,pending
bsds_23025,0,0,0,,,,,pending
bsds_23025,1,0,0,,,,,pending
bsds_23025,2,0,0,,,,,pending
bsds_23025,3,0,0,,,,,pending
bsds_23080,0,0,0,,,,,pending
bsds_23080,1,0,0,,,,,pending
bsds_23080,2,0,0,,,,,pending
bsds_23080,3,0,0,,,,,pending
bsds_231015,0,0,0,,,,,pending
bsds_231015,1,0,0,,,,,pending
bsds_231015,2,0,0,,,,,pending
bsds_231015,3,0,0,,,,,pending
bsds_236017,0,0,0,,,,,pending
bsds_236017,1,0,0,,,,,pending
bsds_236017,2,0,0,,,,,pending
bsds_236017,3,0,0,,,,,pending
bsds_245051,0,0,0,,,,,pending
bsds_245051,1,0,0,,,,,pending
bsds_245051,2,0,0,,,,,pending
bsds_245051,3,0,1,,,,,pending
bsds_246016,0,0,0,,,,,pending
bsds_246016,1,0,0,,,,,pending
bsds_246016,2,0,0,,,,,pending
bsds_246016,3,0,0,,,,,pending
bsds_249061,0,0,1,,,,,pending
bsds_249061,1,0,1,,,,,pending
bsds_249061,2,0,0,,,,,pending
bsds_249061,3,0,0,,,,,pending
bsds_25098,0,0,0,,,,,pending
bsds_25098,1,0,0,,,,,pending
bsds_25098,2,0,0,,,,,pending
bsds_25098,3,0,0,,,,,pending
bsds_253036,0,0,1,,,,,pending
bsds_253036,1,0,1,,,,,pending
bsds_253036,2,0,0,,,,,pending
bsds_253036,3,0,0,,,,,pending
bsds_254054,0,0,0,,,,,pending
bsds_254054,1,0,0,,,,,pending
bsds_254054,2,0,0,,,,,pending
bsds_254054,3,0,0,,,,,pending
bsds_27059,0,0,0,,,,,pending
bsds_27059,1,0,0,,,,,pending
bsds_27059,2,0,0,,,,,pending
bsds_27059,3,0,0,,,,,pending
bsds_271008,0,0,0,,,,,pending
bsds_271008,1,0,0,,,,,pending
bsds_271008,2,0,0,,,,,pending
bsds_271008,3,0,0,,,,,pending
bsds_274007,0,0,0,,,,,pending
bsds_274007,1,0,0,,,,,pending
bsds_274007,2,0,0,,,,,pending
bsds_274007,3,0,0,,,,,pending
bsds_286092,0,0,0,,,,,pending
bsds_286092,1,0,0,,,,,pending
bsds_286092,2,0,0,,,,,pending
bsds_286092,3,0,0,,,,,pending
bsds_309004,0,0,0,,,,,pending
bsds_309004,1,0,0,,,,,pending
bsds_309004,2,0,0,,,,,pending
bsds_309004,3,0,0,,,,,pending
bsds_311081,0,0,0,,,,,pending
bsds_311081,1,0,0,,,,,pending
bsds_311081,2,0,0,,,,,pending
bsds_311081,3,0,0,,,,,pending
bsds_314016,0,0,0,,,,,pending
bsds_314016,1,0,0,,,,,pending
bsds_314016,2,0,0,,,,,pending
bsds_314016,3,0,0,,,,,pending
bsds_323016,0,0,0,,,,,pending
bsds_323016,1,0,0,,,,,pending
bsds_323016,2,0,0,,,,,pending
bsds_323016,3,0,0,,,,,pending
bsds_368078,0,0,1,,,,,pending
bsds_368078,1,0,1,,,,,pending
bsds_368078,2,0,1,,,,,pending
bsds_368078,3,0,0,,,,,pending
bsds_374020,0,0,0,,,,,pending
bsds_374020,1,0,0,,,,,pending
bsds_374020,2,0,0,,,,,pending
bsds_374020,3,0,0,,,,,pending
bsds_385028,0,0,0,,,,,pending
bsds_385028,1,0,0,,,,,pending
bsds_385028,2,0,0,,,,,pending
bsds_385028,3,0,0,,,,,pending
bsds_41004,0,0,1,,,,,pending
bsds_41004,1,1,1,,,,,pending
bsds_41004,2,0,0,,,,,pending
bsds_41004,3,0,0,,,,,pending
bsds_45077,0,0,0,,,,,pending
bsds_45077,1,0,0,,,,,pending
bsds_45077,2,0,0,,,,,pending
bsds_45077,3,0,0,,,,,pending
bsds_46076,0,0,0,,,,,pending
bsds_46076,1,1,1,,,,,pending
bsds_46076,2,0,0,,,,,pending
bsds_46076,3,0,1,,,,,pending
bsds_59078,0,0,0,,,,,pending
bsds_59078,1,0,0,,,,,pending
bsds_59078,2,0,0,,,,,pending
bsds_59078,3,0,0,,,,,pending
bsds_61086,0,0,0,,,,,pending
bsds_61086,1,0,0,,,,,pending
bsds_61086,2,0,0,,,,,pending
bsds_61086,3,0,0,,,,,pending
bsds_76002,0,0,0,,,,,pending
bsds_76002,1,0,0,,,,,pending
bsds_76002,2,0,0,,,,,pending
bsds_76002,3,0,0,,,,,pending
bsds_80099,0,0,0,,,,,pending
bsds_80099,1,0,0,,,,,pending
bsds_80099,2,0,0,,,,,pending
bsds_80099,3,0,0,,,,,pending
bsds_92059,0,0,0,,,,,pending
bsds_92059,1,0,0,,,,,pending
bsds_92059,2,0,0,,,,,pending
bsds_92059,3,0,0,,,,,pending
