image_id,scene_id,domain,region_index,x,y,width,height,center_x,center_y,context_padding,archive_path
case1,case1,real_csig,174,3584,2560,256,256,3712.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case1.npz
case1,case1,real_csig,175,3840,2560,256,256,3968.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case1.npz
case1,case1,real_csig,176,0,2816,256,256,128.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,177,256,2816,256,256,384.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,178,512,2816,256,256,640.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,179,768,2816,256,256,896.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,180,1024,2816,256,256,1152.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,181,1280,2816,256,256,1408.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,182,1536,2816,256,256,1664.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,183,1792,2816,256,256,1920.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,184,2048,2816,256,256,2176.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,185,2304,2816,256,256,2432.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,186,2560,2816,256,256,2688.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,187,2816,2816,256,256,2944.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,188,3072,2816,256,256,3200.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,189,3328,2816,256,256,3456.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,190,3584,2816,256,256,3712.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 128]}",data/patches/case1.npz
case1,case1,real_csig,191,3840,2816,256,256,3968.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 128]}",data/patches/case1.npz
case2,case2,real_csig,0,0,0,256,256,128.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,1,256,0,256,256,384.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,2,512,0,256,256,640.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,3,768,0,256,256,896.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,4,1024,0,256,256,1152.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,5,1280,0,256,256,1408.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,6,1536,0,256,256,1664.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,7,1792,0,256,256,1920.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,8,2048,0,256,256,2176.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,9,2304,0,256,256,2432.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,10,2560,0,256,256,2688.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,11,2816,0,256,256,2944.0,128.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 128, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,12,0,256,256,256,128.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,13,256,256,256,256,384.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,14,512,256,256,256,640.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,15,768,256,256,256,896.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,16,1024,256,256,256,1152.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,17,1280,256,256,256,1408.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,18,1536,256,256,256,1664.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,19,1792,256,256,256,1920.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,20,2048,256,256,256,2176.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,21,2304,256,256,256,2432.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,22,2560,256,256,256,2688.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,23,2816,256,256,256,2944.0,384.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,24,0,512,256,256,128.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,25,256,512,256,256,384.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,26,512,512,256,256,640.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,27,768,512,256,256,896.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,28,1024,512,256,256,1152.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,29,1280,512,256,256,1408.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,30,1536,512,256,256,1664.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,31,1792,512,256,256,1920.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,32,2048,512,256,256,2176.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,33,2304,512,256,256,2432.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,34,2560,512,256,256,2688.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,35,2816,512,256,256,2944.0,640.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,36,0,768,256,256,128.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,37,256,768,256,256,384.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,38,512,768,256,256,640.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,39,768,768,256,256,896.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,40,1024,768,256,256,1152.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,41,1280,768,256,256,1408.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,42,1536,768,256,256,1664.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,43,1792,768,256,256,1920.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,44,2048,768,256,256,2176.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,45,2304,768,256,256,2432.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,46,2560,768,256,256,2688.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,47,2816,768,256,256,2944.0,896.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,48,0,1024,256,256,128.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,49,256,1024,256,256,384.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,50,512,1024,256,256,640.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,51,768,1024,256,256,896.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,52,1024,1024,256,256,1152.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,53,1280,1024,256,256,1408.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,54,1536,1024,256,256,1664.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,55,1792,1024,256,256,1920.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,56,2048,1024,256,256,2176.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,57,2304,1024,256,256,2432.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,58,2560,1024,256,256,2688.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,59,2816,1024,256,256,2944.0,1152.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,60,0,1280,256,256,128.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,61,256,1280,256,256,384.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,62,512,1280,256,256,640.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,63,768,1280,256,256,896.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,64,1024,1280,256,256,1152.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,65,1280,1280,256,256,1408.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,66,1536,1280,256,256,1664.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,67,1792,1280,256,256,1920.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,68,2048,1280,256,256,2176.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,69,2304,1280,256,256,2432.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,70,2560,1280,256,256,2688.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,71,2816,1280,256,256,2944.0,1408.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,72,0,1536,256,256,128.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,73,256,1536,256,256,384.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,74,512,1536,256,256,640.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,75,768,1536,256,256,896.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,76,1024,1536,256,256,1152.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,77,1280,1536,256,256,1408.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,78,1536,1536,256,256,1664.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,79,1792,1536,256,256,1920.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,80,2048,1536,256,256,2176.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,81,2304,1536,256,256,2432.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,82,2560,1536,256,256,2688.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,83,2816,1536,256,256,2944.0,1664.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,84,0,1792,256,256,128.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,85,256,1792,256,256,384.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,86,512,1792,256,256,640.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,87,768,1792,256,256,896.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,88,1024,1792,256,256,1152.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,89,1280,1792,256,256,1408.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,90,1536,1792,256,256,1664.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,91,1792,1792,256,256,1920.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,92,2048,1792,256,256,2176.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,93,2304,1792,256,256,2432.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,94,2560,1792,256,256,2688.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,95,2816,1792,256,256,2944.0,1920.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,96,0,2048,256,256,128.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,97,256,2048,256,256,384.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,98,512,2048,256,256,640.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,99,768,2048,256,256,896.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,100,1024,2048,256,256,1152.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,101,1280,2048,256,256,1408.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,102,1536,2048,256,256,1664.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,103,1792,2048,256,256,1920.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,104,2048,2048,256,256,2176.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,105,2304,2048,256,256,2432.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,106,2560,2048,256,256,2688.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,107,2816,2048,256,256,2944.0,2176.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,108,0,2304,256,256,128.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,109,256,2304,256,256,384.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,110,512,2304,256,256,640.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,111,768,2304,256,256,896.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,112,1024,2304,256,256,1152.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,113,1280,2304,256,256,1408.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,114,1536,2304,256,256,1664.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,115,1792,2304,256,256,1920.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,116,2048,2304,256,256,2176.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,117,2304,2304,256,256,2432.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,118,2560,2304,256,256,2688.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,119,2816,2304,256,256,2944.0,2432.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,120,0,2560,256,256,128.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,121,256,2560,256,256,384.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,122,512,2560,256,256,640.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,123,768,2560,256,256,896.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,124,1024,2560,256,256,1152.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,125,1280,2560,256,256,1408.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,126,1536,2560,256,256,1664.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,127,1792,2560,256,256,1920.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,128,2048,2560,256,256,2176.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,129,2304,2560,256,256,2432.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,130,2560,2560,256,256,2688.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,131,2816,2560,256,256,2944.0,2688.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,132,0,2816,256,256,128.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,133,256,2816,256,256,384.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,134,512,2816,256,256,640.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,135,768,2816,256,256,896.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,136,1024,2816,256,256,1152.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,137,1280,2816,256,256,1408.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,138,1536,2816,256,256,1664.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,139,1792,2816,256,256,1920.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,140,2048,2816,256,256,2176.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,141,2304,2816,256,256,2432.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,142,2560,2816,256,256,2688.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,143,2816,2816,256,256,2944.0,2944.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
case2,case2,real_csig,144,0,3072,256,256,128.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [128, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,145,256,3072,256,256,384.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,146,512,3072,256,256,640.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,147,768,3072,256,256,896.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,148,1024,3072,256,256,1152.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,149,1280,3072,256,256,1408.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,150,1536,3072,256,256,1664.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,151,1792,3072,256,256,1920.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,152,2048,3072,256,256,2176.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,153,2304,3072,256,256,2432.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,154,2560,3072,256,256,2688.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 0, 0]}",data/patches/case2.npz
case2,case2,real_csig,155,2816,3072,256,256,2944.0,3200.0,"{""256"": [0, 0, 0, 0], ""512"": [0, 0, 128, 0]}",data/patches/case2.npz
