image_id,region_index,scene_id,domain
bsds_187029,3,bsds_187029,synthetic_bsds
bsds_188063,0,bsds_188063,synthetic_bsds
bsds_188063,1,bsds_188063,synthetic_bsds
bsds_188063,2,bsds_188063,synthetic_bsds
bsds_188063,3,bsds_188063,synthetic_bsds
bsds_198023,0,bsds_198023,synthetic_bsds
bsds_198023,1,bsds_198023,synthetic_bsds
bsds_198023,2,bsds_198023,synthetic_bsds
bsds_198023,3,bsds_198023,synthetic_bsds
bsds_198054,0,bsds_198054,synthetic_bsds
bsds_198054,1,bsds_198054,synthetic_bsds
bsds_198054,2,bsds_198054,synthetic_bsds
bsds_198054,3,bsds_198054,synthetic_bsds
bsds_20008,0,bsds_20008,synthetic_bsds
bsds_20008,1,bsds_20008,synthetic_bsds
bsds_20008,2,bsds_20008,synthetic_bsds
bsds_20008,3,bsds_20008,synthetic_bsds
bsds_216041,0,bsds_216041,synthetic_bsds
bsds_216041,1,bsds_216041,synthetic_bsds
bsds_216041,2,bsds_216041,synthetic_bsds
bsds_216041,3,bsds_216041,synthetic_bsds
bsds_225017,0,bsds_225017,synthetic_bsds
bsds_225017,1,bsds_225017,synthetic_bsds
bsds_225017,2,bsds_225017,synthetic_bsds
bsds_225017,3,bsds_225017,synthetic_bsds
bsds_23025,0,bsds_23025,synthetic_bsds
bsds_23025,1,bsds_23025,synthetic_bsds
bsds_23025,2,bsds_23025,synthetic_bsds
bsds_23025,3,bsds_23025,synthetic_bsds
bsds_23080,0,bsds_23080,synthetic_bsds
bsds_23080,1,bsds_23080,synthetic_bsds
bsds_23080,2,bsds_23080,synthetic_bsds
bsds_23080,3,bsds_23080,synthetic_bsds
bsds_231015,0,bsds_231015,synthetic_bsds
bsds_231015,1,bsds_231015,synthetic_bsds
bsds_231015,2,bsds_231015,synthetic_bsds
bsds_231015,3,bsds_231015,synthetic_bsds
bsds_236017,0,bsds_236017,synthetic_bsds
bsds_236017,1,bsds_236017,synthetic_bsds
bsds_236017,2,bsds_236017,synthetic_bsds
bsds_236017,3,bsds_236017,synthetic_bsds
bsds_245051,0,bsds_245051,synthetic_bsds
bsds_245051,1,bsds_245051,synthetic_bsds
bsds_245051,2,bsds_245051,synthetic_bsds
bsds_245051,3,bsds_245051,synthetic_bsds
bsds_246016,0,bsds_246016,synthetic_bsds
bsds_246016,1,bsds_246016,synthetic_bsds
bsds_246016,2,bsds_246016,synthetic_bsds
bsds_246016,3,bsds_246016,synthetic_bsds
bsds_249061,0,bsds_249061,synthetic_bsds
bsds_249061,1,bsds_249061,synthetic_bsds
bsds_249061,2,bsds_249061,synthetic_bsds
bsds_249061,3,bsds_249061,synthetic_bsds
bsds_25098,0,bsds_25098,synthetic_bsds
bsds_25098,1,bsds_25098,synthetic_bsds
bsds_25098,2,bsds_25098,synthetic_bsds
bsds_25098,3,bsds_25098,synthetic_bsds
bsds_253036,0,bsds_253036,synthetic_bsds
bsds_253036,1,bsds_253036,synthetic_bsds
bsds_253036,2,bsds_253036,synthetic_bsds
bsds_253036,3,bsds_253036,synthetic_bsds
bsds_254054,0,bsds_254054,synthetic_bsds
bsds_254054,1,bsds_254054,synthetic_bsds
bsds_254054,2,bsds_254054,synthetic_bsds
bsds_254054,3,bsds_254054,synthetic_bsds
bsds_27059,0,bsds_27059,synthetic_bsds
bsds_27059,1,bsds_27059,synthetic_bsds
bsds_27059,2,bsds_27059,synthetic_bsds
bsds_27059,3,bsds_27059,synthetic_bsds
bsds_271008,0,bsds_271008,synthetic_bsds
bsds_271008,1,bsds_271008,synthetic_bsds
bsds_271008,2,bsds_271008,synthetic_bsds
bsds_271008,3,bsds_271008,synthetic_bsds
bsds_274007,0,bsds_274007,synthetic_bsds
bsds_274007,1,bsds_274007,synthetic_bsds
bsds_274007,2,bsds_274007,synthetic_bsds
bsds_274007,3,bsds_274007,synthetic_bsds
bsds_286092,0,bsds_286092,synthetic_bsds
bsds_286092,1,bsds_286092,synthetic_bsds
bsds_286092,2,bsds_286092,synthetic_bsds
bsds_286092,3,bsds_286092,synthetic_bsds
bsds_309004,0,bsds_309004,synthetic_bsds
bsds_309004,1,bsds_309004,synthetic_bsds
bsds_309004,2,bsds_309004,synthetic_bsds
bsds_309004,3,bsds_309004,synthetic_bsds
bsds_311081,0,bsds_311081,synthetic_bsds
bsds_311081,1,bsds_311081,synthetic_bsds
bsds_311081,2,bsds_311081,synthetic_bsds
bsds_311081,3,bsds_311081,synthetic_bsds
bsds_314016,0,bsds_314016,synthetic_bsds
bsds_314016,1,bsds_314016,synthetic_bsds
bsds_314016,2,bsds_314016,synthetic_bsds
bsds_314016,3,bsds_314016,synthetic_bsds
bsds_323016,0,bsds_323016,synthetic_bsds
bsds_323016,1,bsds_323016,synthetic_bsds
bsds_323016,2,bsds_323016,synthetic_bsds
bsds_323016,3,bsds_323016,synthetic_bsds
bsds_368078,0,bsds_368078,synthetic_bsds
bsds_368078,1,bsds_368078,synthetic_bsds
bsds_368078,2,bsds_368078,synthetic_bsds
bsds_368078,3,bsds_368078,synthetic_bsds
bsds_374020,0,bsds_374020,synthetic_bsds
bsds_374020,1,bsds_374020,synthetic_bsds
bsds_374020,2,bsds_374020,synthetic_bsds
bsds_374020,3,bsds_374020,synthetic_bsds
bsds_385028,0,bsds_385028,synthetic_bsds
bsds_385028,1,bsds_385028,synthetic_bsds
bsds_385028,2,bsds_385028,synthetic_bsds
bsds_385028,3,bsds_385028,synthetic_bsds
bsds_41004,0,bsds_41004,synthetic_bsds
bsds_41004,1,bsds_41004,synthetic_bsds
bsds_41004,2,bsds_41004,synthetic_bsds
bsds_41004,3,bsds_41004,synthetic_bsds
bsds_45077,0,bsds_45077,synthetic_bsds
bsds_45077,1,bsds_45077,synthetic_bsds
bsds_45077,2,bsds_45077,synthetic_bsds
bsds_45077,3,bsds_45077,synthetic_bsds
bsds_46076,0,bsds_46076,synthetic_bsds
bsds_46076,1,bsds_46076,synthetic_bsds
bsds_46076,2,bsds_46076,synthetic_bsds
bsds_46076,3,bsds_46076,synthetic_bsds
bsds_59078,0,bsds_59078,synthetic_bsds
bsds_59078,1,bsds_59078,synthetic_bsds
bsds_59078,2,bsds_59078,synthetic_bsds
bsds_59078,3,bsds_59078,synthetic_bsds
bsds_61086,0,bsds_61086,synthetic_bsds
bsds_61086,1,bsds_61086,synthetic_bsds
bsds_61086,2,bsds_61086,synthetic_bsds
bsds_61086,3,bsds_61086,synthetic_bsds
bsds_76002,0,bsds_76002,synthetic_bsds
bsds_76002,1,bsds_76002,synthetic_bsds
bsds_76002,2,bsds_76002,synthetic_bsds
bsds_76002,3,bsds_76002,synthetic_bsds
bsds_80099,0,bsds_80099,synthetic_bsds
bsds_80099,1,bsds_80099,synthetic_bsds
bsds_80099,2,bsds_80099,synthetic_bsds
bsds_80099,3,bsds_80099,synthetic_bsds
bsds_92059,0,bsds_92059,synthetic_bsds
bsds_92059,1,bsds_92059,synthetic_bsds
bsds_92059,2,bsds_92059,synthetic_bsds
bsds_92059,3,bsds_92059,synthetic_bsds
