image_id,patch_id,x,y,patch_index,psnr_input,psnr_hypir,gain,label
case2,case2_y1664_x0640,640,1664,304,25.99179552856768,24.870543407708176,-1.121252120859502,BAD
case2,case2_y1664_x0768,768,1664,305,30.572978640400056,27.789687396110825,-2.783291244289231,BAD
case2,case2_y1664_x0896,896,1664,306,31.20390129562796,29.055167632919417,-2.148733662708544,BAD
case2,case2_y1664_x1024,1024,1664,307,29.43624820176845,27.38827218202455,-2.047976019743899,BAD
case2,case2_y1664_x1152,1152,1664,308,27.104590896826576,25.862047866830903,-1.242543029995673,BAD
case2,case2_y1664_x1280,1280,1664,309,27.44491281791335,26.031865563265182,-1.4130472546481698,BAD
case2,case2_y1664_x1408,1408,1664,310,30.38954237058329,26.61815523379559,-3.7713871367876983,BAD
case2,case2_y1664_x1536,1536,1664,311,31.512049826494874,23.174951705136053,-8.337098121358821,BAD
case2,case2_y1664_x1664,1664,1664,312,31.671545562311533,22.47182489869525,-9.199720663616283,BAD
case2,case2_y1664_x1792,1792,1664,313,30.148497286693562,21.629597282283314,-8.518900004410249,BAD
case2,case2_y1664_x1920,1920,1664,314,29.915784736783667,21.01298987870146,-8.902794858082206,BAD
case2,case2_y1664_x2048,2048,1664,315,29.747427317699128,21.62576785804191,-8.121659459657216,BAD
case2,case2_y1664_x2176,2176,1664,316,27.820439174358974,21.457835959566253,-6.3626032147927205,BAD
case2,case2_y1664_x2304,2304,1664,317,25.871815883069736,20.82055592857445,-5.051259954495286,BAD
case2,case2_y1664_x2432,2432,1664,318,26.051094207399025,21.49943650693939,-4.551657700459636,BAD
case2,case2_y1664_x2560,2560,1664,319,28.62423901045952,24.089238281536257,-4.5350007289232614,BAD
case2,case2_y1664_x2688,2688,1664,320,27.74882171172748,23.68134563062055,-4.067476081106928,BAD
case2,case2_y1664_x2816,2816,1664,321,27.14200774187706,23.433606568830598,-3.708401173046461,BAD
case2,case2_y1792_x0000,0,1792,322,26.73002611715521,24.13565280520761,-2.5943733119475993,BAD
case2,case2_y1792_x0128,128,1792,323,25.526078964257856,24.08575639390495,-1.4403225703529046,BAD
case2,case2_y1792_x0256,256,1792,324,27.28219614261696,27.00446074874908,-0.27773539386788215,BAD
case2,case2_y1792_x0384,384,1792,325,28.672442661580696,27.88685302400196,-0.7855896375787346,BAD
case2,case2_y1792_x0512,512,1792,326,24.936469938728525,24.850326913175273,-0.08614302555325182,BAD
case2,case2_y1792_x0640,640,1792,327,25.64363295428179,24.89458922092769,-0.7490437333541031,BAD
case2,case2_y1792_x0768,768,1792,328,29.512924855380223,27.53224133322498,-1.9806835221552426,BAD
case2,case2_y1792_x0896,896,1792,329,28.650139581697488,27.82529892938077,-0.8248406523167162,BAD
case2,case2_y1792_x1024,1024,1792,330,28.215300082459798,27.035678399074726,-1.1796216833850721,BAD
case2,case2_y1792_x1152,1152,1792,331,26.931327630135744,25.48607028358972,-1.4452573465460254,BAD
case2,case2_y1792_x1280,1280,1792,332,27.33179598054681,25.571575167703138,-1.7602208128436736,BAD
case2,case2_y1792_x1408,1408,1792,333,31.89997140571034,28.987061506091226,-2.9129098996191125,BAD
case2,case2_y1792_x1536,1536,1792,334,33.200336006657196,25.87480556624741,-7.325530440409786,BAD
case2,case2_y1792_x1664,1664,1792,335,33.12357209929561,25.339284273454265,-7.784287825841343,BAD
case2,case2_y1792_x1792,1792,1792,336,33.22494696477381,25.170519893285825,-8.054427071487982,BAD
case2,case2_y1792_x1920,1920,1792,337,31.380039559374772,23.147862376651847,-8.232177182722925,BAD
case2,case2_y1792_x2048,2048,1792,338,30.928399024264564,22.811537284545725,-8.11686173971884,BAD
case2,case2_y1792_x2176,2176,1792,339,29.078259660771483,22.359564462025112,-6.718695198746371,BAD
case2,case2_y1792_x2304,2304,1792,340,27.08263815874487,20.385737976817087,-6.696900181927784,BAD
case2,case2_y1792_x2432,2432,1792,341,27.459245741452392,20.901027752145772,-6.55821798930662,BAD
case2,case2_y1792_x2560,2560,1792,342,29.986062592076976,24.652424483928193,-5.333638108148783,BAD
case2,case2_y1792_x2688,2688,1792,343,29.45651346764583,24.35110686974553,-5.105406597900302,BAD
case2,case2_y1792_x2816,2816,1792,344,28.607655173639156,23.81515924430003,-4.792495929339125,BAD
case2,case2_y1920_x0000,0,1920,345,26.76251037388382,25.206740627710445,-1.5557697461733753,BAD
case2,case2_y1920_x0128,128,1920,346,24.975508844824382,24.237092364788346,-0.7384164800360367,BAD
case2,case2_y1920_x0256,256,1920,347,26.62610552815505,26.20958203728851,-0.41652349086654183,BAD
case2,case2_y1920_x0384,384,1920,348,28.161618428065648,27.468722171518824,-0.692896256546824,BAD
case2,case2_y1920_x0512,512,1920,349,24.556851975834334,24.63758340691627,0.08073143108193648,GOOD
case2,case2_y1920_x0640,640,1920,350,25.364099266470816,24.724067790490004,-0.6400314759808126,BAD
case2,case2_y1920_x0768,768,1920,351,28.258191336334786,26.4248582071612,-1.8333331291735853,BAD
case2,case2_y1920_x0896,896,1920,352,26.661416611926718,26.087397891517803,-0.5740187204089153,BAD
case2,case2_y1920_x1024,1024,1920,353,27.101138503955422,26.14162474102696,-0.9595137629284629,BAD
case2,case2_y1920_x1152,1152,1920,354,28.127821023276386,25.763640407917276,-2.3641806153591105,BAD
case2,case2_y1920_x1280,1280,1920,355,28.41942375389355,25.965311860128377,-2.454111893765173,BAD
case2,case2_y1920_x1408,1408,1920,356,28.774923969387324,27.54208283254307,-1.2328411368442538,BAD
case2,case2_y1920_x1536,1536,1920,357,29.292230820147346,27.432215959945392,-1.8600148602019537,BAD
case2,case2_y1920_x1664,1664,1920,358,29.611089249072148,26.405921283639863,-3.2051679654322847,BAD
case2,case2_y1920_x1792,1792,1920,359,28.812890585317458,26.23105260066359,-2.5818379846538697,BAD
case2,case2_y1920_x1920,1920,1920,360,28.905775584028785,25.111539659289935,-3.7942359247388495,BAD
case2,case2_y1920_x2048,2048,1920,361,28.977530911039068,23.15065266841346,-5.826878242625607,BAD
case2,case2_y1920_x2176,2176,1920,362,27.527667956243352,22.289361885165775,-5.238306071077577,BAD
case2,case2_y1920_x2304,2304,1920,363,25.976917996169526,19.30068410946804,-6.676233886701485,BAD
case2,case2_y1920_x2432,2432,1920,364,26.13445592892916,19.23451072751739,-6.8999452014117715,BAD
case2,case2_y1920_x2560,2560,1920,365,28.888106206699227,23.63817776940179,-5.249928437297438,BAD
case2,case2_y1920_x2688,2688,1920,366,28.303267203351425,24.419731907146787,-3.883535296204638,BAD
case2,case2_y1920_x2816,2816,1920,367,27.02879597413379,23.432864928876253,-3.5959310452575366,BAD
case2,case2_y2048_x0000,0,2048,368,27.129551821298428,26.186288335280796,-0.9432634860176314,BAD
case2,case2_y2048_x0128,128,2048,369,25.292799350339962,24.62487422047055,-0.6679251298694133,BAD
case2,case2_y2048_x0256,256,2048,370,26.802437307416245,25.255901342791226,-1.5465359646250185,BAD
case2,case2_y2048_x0384,384,2048,371,27.698351622376798,25.16417825800149,-2.5341733643753095,BAD
case2,case2_y2048_x0512,512,2048,372,24.278624700128777,23.367924900229507,-0.9106997998992696,BAD
case2,case2_y2048_x0640,640,2048,373,25.11128539134552,23.569645502214705,-1.5416398891308134,BAD
case2,case2_y2048_x0768,768,2048,374,27.493967604995056,24.884682711080266,-2.60928489391479,BAD
case2,case2_y2048_x0896,896,2048,375,25.710667111516457,25.10496368033403,-0.6057034311824268,BAD
case2,case2_y2048_x1024,1024,2048,376,26.794452120258427,25.657761434359326,-1.1366906858991008,BAD
case2,case2_y2048_x1152,1152,2048,377,30.08706074999527,26.256818085030645,-3.8302426649646257,BAD
case2,case2_y2048_x1280,1280,2048,378,29.759692058054767,26.518810169791852,-3.2408818882629156,BAD
case2,case2_y2048_x1408,1408,2048,379,26.35152314624097,25.298463373377093,-1.0530597728638789,BAD
case2,case2_y2048_x1536,1536,2048,380,26.405547106952962,25.188320891476085,-1.2172262154768774,BAD
case2,case2_y2048_x1664,1664,2048,381,26.330253145767145,24.629769730288253,-1.7004834154788924,BAD
case2,case2_y2048_x1792,1792,2048,382,25.036906116989588,23.500761210797595,-1.5361449061919927,BAD
case2,case2_y2048_x1920,1920,2048,383,25.952557182003247,23.51299742164937,-2.439559760353877,BAD
case2,case2_y2048_x2048,2048,2048,384,25.342536967848048,21.67614434743526,-3.666392620412786,BAD
case2,case2_y2048_x2176,2176,2048,385,25.071133972309898,20.51636292711448,-4.5547710451954195,BAD
case2,case2_y2048_x2304,2304,2048,386,24.738312587197115,18.404250229846962,-6.334062357350152,BAD
case2,case2_y2048_x2432,2432,2048,387,24.256436605407487,17.962210377463105,-6.294226227944382,BAD
case2,case2_y2048_x2560,2560,2048,388,26.953461942062024,21.44638570224778,-5.507076239814243,BAD
case2,case2_y2048_x2688,2688,2048,389,25.654528369719287,21.811283644154887,-3.8432447255644,BAD
case2,case2_y2048_x2816,2816,2048,390,23.92841574471622,20.211053304235385,-3.7173624404808336,BAD
case2,case2_y2176_x0000,0,2176,391,27.814436861710625,27.017286201496958,-0.7971506602136671,BAD
case2,case2_y2176_x0128,128,2176,392,26.104573417784973,25.366553621661115,-0.7380197961238579,BAD
case2,case2_y2176_x0256,256,2176,393,27.332799866210664,24.884773722279995,-2.4480261439306688,BAD
case2,case2_y2176_x0384,384,2176,394,27.483549442331707,23.254919770273844,-4.228629672057863,BAD
case2,case2_y2176_x0512,512,2176,395,23.952348299867406,22.16321299353359,-1.7891353063338151,BAD
case2,case2_y2176_x0640,640,2176,396,24.605368563381383,22.648531845456972,-1.9568367179244106,BAD
case2,case2_y2176_x0768,768,2176,397,27.093778627180434,23.942602122146365,-3.151176505034069,BAD
case2,case2_y2176_x0896,896,2176,398,25.462307431103422,24.855469919584742,-0.6068375115186804,BAD
case2,case2_y2176_x1024,1024,2176,399,26.74037793689388,25.407926839281252,-1.3324510976126263,BAD
case2,case2_y2176_x1152,1152,2176,400,31.854201070701546,26.038243735738206,-5.81595733496334,BAD
case2,case2_y2176_x1280,1280,2176,401,31.095486033255977,26.480388331146642,-4.615097702109335,BAD
case2,case2_y2176_x1408,1408,2176,402,25.989318873392744,24.988968738609664,-1.0003501347830799,BAD
case2,case2_y2176_x1536,1536,2176,403,25.623710347029323,24.646608166867303,-0.9771021801620208,BAD
case2,case2_y2176_x1664,1664,2176,404,25.347817948777358,23.987358847842877,-1.3604591009344809,BAD
case2,case2_y2176_x1792,1792,2176,405,24.02740631322012,22.52348244935154,-1.5039238638685788,BAD
case2,case2_y2176_x1920,1920,2176,406,25.17395649593917,22.95735079943612,-2.2166056965030485,BAD
case2,case2_y2176_x2048,2048,2176,407,24.764386162670704,21.16042812062004,-3.603958042050664,BAD
case2,case2_y2176_x2176,2176,2176,408,25.738129538744662,20.923973380223273,-4.814156158521389,BAD
case2,case2_y2176_x2304,2304,2176,409,26.248129877217,19.593012922379085,-6.655116954837915,BAD
case2,case2_y2176_x2432,2432,2176,410,25.675573136889177,19.255160667846454,-6.420412469042724,BAD
case2,case2_y2176_x2560,2560,2176,411,29.069683473029194,23.17922582666941,-5.890457646359785,BAD
case2,case2_y2176_x2688,2688,2176,412,26.389073307141395,22.04895970751616,-4.340113599625234,BAD
case2,case2_y2176_x2816,2816,2176,413,24.967554712153177,20.88228087420953,-4.085273837943646,BAD
case2,case2_y2304_x0000,0,2304,414,27.759866074836026,26.781857248436243,-0.9780088263997833,BAD
case2,case2_y2304_x0128,128,2304,415,26.023095020504307,25.39425606062383,-0.6288389598804756,BAD
case2,case2_y2304_x0256,256,2304,416,27.360675277193735,24.892792910785143,-2.467882366408592,BAD
case2,case2_y2304_x0384,384,2304,417,27.983805849349395,23.322089975762296,-4.661715873587099,BAD
case2,case2_y2304_x0512,512,2304,418,24.703200750325557,22.744043467074118,-1.9591572832514395,BAD
case2,case2_y2304_x0640,640,2304,419,25.136523982557364,23.47811435860183,-1.658409623955535,BAD
case2,case2_y2304_x0768,768,2304,420,26.76885661357256,24.367873170206575,-2.400983443365984,BAD
case2,case2_y2304_x0896,896,2304,421,25.133826056523333,25.144537427760874,0.010711371237540845,GOOD
case2,case2_y2304_x1024,1024,2304,422,25.55697652298234,24.298920183856524,-1.2580563391258153,BAD
case2,case2_y2304_x1152,1152,2304,423,27.23472605740595,23.193663898235272,-4.041062159170679,BAD
case2,case2_y2304_x1280,1280,2304,424,28.350944829523016,24.24592344829851,-4.105021381224507,BAD
case2,case2_y2304_x1408,1408,2304,425,26.62671995189165,24.252735988990896,-2.3739839629007555,BAD
case2,case2_y2304_x1536,1536,2304,426,26.165970553406694,24.11016217752238,-2.0558083758843146,BAD
case2,case2_y2304_x1664,1664,2304,427,26.28820276513742,24.183133798454584,-2.105068966682836,BAD
case2,case2_y2304_x1792,1792,2304,428,25.250125925864147,22.959354661485108,-2.290771264379039,BAD
case2,case2_y2304_x1920,1920,2304,429,26.325844817223462,23.567829723730366,-2.7580150934930963,BAD
case2,case2_y2304_x2048,2048,2304,430,26.39625708143019,21.625094562927515,-4.771162518502674,BAD
case2,case2_y2304_x2176,2176,2304,431,28.276208019763867,22.51137763049801,-5.764830389265857,BAD
case2,case2_y2304_x2304,2304,2304,432,29.550429272625184,21.419485337662575,-8.130943934962609,BAD
case2,case2_y2304_x2432,2432,2304,433,30.056393638254264,21.776630048116203,-8.27976359013806,BAD
case2,case2_y2304_x2560,2560,2304,434,34.79070034470776,27.79757348635315,-6.993126858354607,BAD
case2,case2_y2304_x2688,2688,2304,435,29.999610782712217,24.224074509852038,-5.77553627286018,BAD
case2,case2_y2304_x2816,2816,2304,436,30.450079046948847,25.6880906766842,-4.761988370264646,BAD
case2,case2_y2432_x0000,0,2432,437,27.285327909596507,26.256067330831343,-1.0292605787651645,BAD
case2,case2_y2432_x0128,128,2432,438,25.33724173514671,24.729963005042887,-0.6072787301038218,BAD
case2,case2_y2432_x0256,256,2432,439,26.776556132526295,24.38626975329224,-2.3902863792340554,BAD
case2,case2_y2432_x0384,384,2432,440,29.051687893088666,24.02264337734003,-5.029044515748634,BAD
case2,case2_y2432_x0512,512,2432,441,26.95326217510237,24.483187136986608,-2.4700750381157626,BAD
case2,case2_y2432_x0640,640,2432,442,27.089475983470372,25.170519781559694,-1.918956201910678,BAD
case2,case2_y2432_x0768,768,2432,443,26.41510598869155,25.029615680898807,-1.3854903077927432,BAD
case2,case2_y2432_x0896,896,2432,444,24.647115226334186,25.430662774337364,0.7835475480031775,GOOD
case2,case2_y2432_x1024,1024,2432,445,24.547509233829658,23.365516301769592,-1.1819929320600657,BAD
case2,case2_y2432_x1152,1152,2432,446,24.7896158697305,21.51187511347882,-3.2777407562516814,BAD
case2,case2_y2432_x1280,1280,2432,447,26.433734874495954,22.87431411539078,-3.5594207591051727,BAD
case2,case2_y2432_x1408,1408,2432,448,26.245792054172732,22.820303190320633,-3.425488863852099,BAD
case2,case2_y2432_x1536,1536,2432,449,25.810108728993466,22.740213146294465,-3.069895582699001,BAD
case2,case2_y2432_x1664,1664,2432,450,26.171861393797794,23.687380643967778,-2.4844807498300163,BAD
case2,case2_y2432_x1792,1792,2432,451,25.122904987404695,22.396279254033786,-2.726625733370909,BAD
case2,case2_y2432_x1920,1920,2432,452,25.91711020477178,23.14327494864109,-2.773835256130692,BAD
case2,case2_y2432_x2048,2048,2432,453,25.875861727175447,21.215114309231417,-4.66074741794403,BAD
case2,case2_y2432_x2176,2176,2432,454,28.0554644228816,22.302241474118443,-5.753222948763156,BAD
case2,case2_y2432_x2304,2304,2432,455,33.53298829829503,22.427858132236224,-11.105130166058807,BAD
case2,case2_y2432_x2432,2432,2432,456,34.66245528681755,22.76630169648724,-11.896153590330307,BAD
case2,case2_y2432_x2560,2560,2432,457,35.98219703681594,27.489000436606382,-8.493196600209558,BAD
case2,case2_y2432_x2688,2688,2432,458,32.893931028669144,25.11790407080145,-7.776026957867693,BAD
case2,case2_y2432_x2816,2816,2432,459,34.8201752174548,28.524144617527178,-6.296030599927626,BAD
case2,case2_y2560_x0000,0,2560,460,27.336394951974686,25.491850995431328,-1.8445439565433581,BAD
case2,case2_y2560_x0128,128,2560,461,25.083751263220844,24.004285113062647,-1.079466150158197,BAD
case2,case2_y2560_x0256,256,2560,462,26.542680924149305,23.955451917920847,-2.5872290062284584,BAD
case2,case2_y2560_x0384,384,2560,463,29.42544344399404,23.6197109770753,-5.805732466918741,BAD
case2,case2_y2560_x0512,512,2560,464,27.41675877200159,24.21859927843962,-3.1981594935619704,BAD
case2,case2_y2560_x0640,640,2560,465,27.137963046969187,25.3756262239663,-1.7623368230028866,BAD
case2,case2_y2560_x0768,768,2560,466,26.08721726846859,25.256390761467703,-0.8308265070008858,BAD
case2,case2_y2560_x0896,896,2560,467,24.417139343049314,25.398193249504768,0.981053906455454,GOOD
case2,case2_y2560_x1024,1024,2560,468,24.29537190045221,22.925759853340793,-1.369612047111417,BAD
case2,case2_y2560_x1152,1152,2560,469,24.76380672578552,21.146275907748237,-3.6175308180372845,BAD
case2,case2_y2560_x1280,1280,2560,470,26.837006891402616,22.97689674032624,-3.860110151076377,BAD
case2,case2_y2560_x1408,1408,2560,471,25.45832042871679,22.88044429228641,-2.5778761364303797,BAD
case2,case2_y2560_x1536,1536,2560,472,24.789145827049033,22.329944777698877,-2.459201049350156,BAD
case2,case2_y2560_x1664,1664,2560,473,25.050952810025336,23.037048510743038,-2.0139042992822986,BAD
case2,case2_y2560_x1792,1792,2560,474,23.7273469067522,21.46876734237814,-2.2585795643740596,BAD
case2,case2_y2560_x1920,1920,2560,475,24.471829637346517,22.013143344641026,-2.45868629270549,BAD
case2,case2_y2560_x2048,2048,2560,476,24.477417428693684,20.456569900834708,-4.020847527858976,BAD
case2,case2_y2560_x2176,2176,2560,477,26.786366669294125,21.859551521949477,-4.926815147344648,BAD
case2,case2_y2560_x2304,2304,2560,478,33.75575043047431,24.32167015257913,-9.434080277895177,BAD
case2,case2_y2560_x2432,2432,2560,479,33.46670178307663,24.084939067327355,-9.381762715749275,BAD
case2,case2_y2560_x2560,2560,2560,480,34.854376319735756,27.5067068869893,-7.347669432746457,BAD
case2,case2_y2560_x2688,2688,2560,481,32.625049391313055,26.15608501939276,-6.468964371920297,BAD
case2,case2_y2560_x2816,2816,2560,482,34.61540775175597,29.64564381722726,-4.969763934528707,BAD
case2,case2_y2688_x0000,0,2688,483,28.259503347252664,25.409782134923272,-2.849721212329392,BAD
case2,case2_y2688_x0128,128,2688,484,25.116432945166764,23.789903777358212,-1.3265291678085518,BAD
case2,case2_y2688_x0256,256,2688,485,25.858580474805137,23.65767069083601,-2.200909783969127,BAD
case2,case2_y2688_x0384,384,2688,486,28.42054925665873,22.938879978736004,-5.481669277922727,BAD
case2,case2_y2688_x0512,512,2688,487,26.525301297019045,23.135295406425847,-3.390005890593198,BAD
case2,case2_y2688_x0640,640,2688,488,26.455998209296613,24.887368448227498,-1.568629761069115,BAD
case2,case2_y2688_x0768,768,2688,489,27.018937749063532,25.823460867540874,-1.1954768815226586,BAD
case2,case2_y2688_x0896,896,2688,490,25.862396238883658,26.74400973603294,0.8816134971492815,GOOD
case2,case2_y2688_x1024,1024,2688,491,24.99041006287009,22.966319275585008,-2.0240907872850826,BAD
case2,case2_y2688_x1152,1152,2688,492,24.652794770566807,20.482937557774964,-4.169857212791843,BAD
case2,case2_y2688_x1280,1280,2688,493,26.48126168096516,22.443809025921624,-4.037452655043538,BAD
case2,case2_y2688_x1408,1408,2688,494,25.399358791202765,23.40793657365563,-1.9914222175471359,BAD
case2,case2_y2688_x1536,1536,2688,495,24.64382099132855,22.583837952648555,-2.059983038679995,BAD
case2,case2_y2688_x1664,1664,2688,496,24.655195953924952,22.900045194105587,-1.7551507598193652,BAD
case2,case2_y2688_x1792,1792,2688,497,23.29610280272388,21.13256193052788,-2.1635408721959983,BAD
case2,case2_y2688_x1920,1920,2688,498,24.058856767100067,21.4312732826258,-2.6275834844742683,BAD
case2,case2_y2688_x2048,2048,2688,499,23.94724178429188,20.39580893451019,-3.5514328497816905,BAD
case2,case2_y2688_x2176,2176,2688,500,25.486783529594298,21.774180746468403,-3.712602783125895,BAD
case2,case2_y2688_x2304,2304,2688,501,30.395691234373977,25.527546313539034,-4.868144920834943,BAD
case2,case2_y2688_x2432,2432,2688,502,29.5777597796396,24.061722409828686,-5.516037369810913,BAD
case2,case2_y2688_x2560,2560,2688,503,29.35433928481093,24.992238421747423,-4.362100863063507,BAD
case2,case2_y2688_x2688,2688,2688,504,29.597305272289436,25.921609411248735,-3.675695861040701,BAD
case2,case2_y2688_x2816,2816,2688,505,31.49173099924958,28.071149364792106,-3.4205816344574735,BAD
case2,case2_y2816_x0000,0,2816,506,29.131521847703286,24.602412251124107,-4.529109596579179,BAD
case2,case2_y2816_x0128,128,2816,507,25.049217886963852,23.195465460779467,-1.8537524261843856,BAD
case2,case2_y2816_x0256,256,2816,508,25.23322339706281,23.308841188074414,-1.9243822089883977,BAD
case2,case2_y2816_x0384,384,2816,509,28.77981725121366,23.457431168980296,-5.322386082233365,BAD
case2,case2_y2816_x0512,512,2816,510,27.497910224941545,23.586115702840715,-3.9117945221008306,BAD
case2,case2_y2816_x0640,640,2816,511,27.108159841155874,24.29597311280243,-2.8121867283534456,BAD
case2,case2_y2816_x0768,768,2816,512,27.122954172773625,24.417478922952288,-2.705475249821337,BAD
case2,case2_y2816_x0896,896,2816,513,27.17282246297316,25.37040188879837,-1.8024205741747892,BAD
case2,case2_y2816_x1024,1024,2816,514,27.322259803644613,23.483896012742946,-3.838363790901667,BAD
case2,case2_y2816_x1152,1152,2816,515,26.23023783726623,21.161354207852312,-5.068883629413918,BAD
case2,case2_y2816_x1280,1280,2816,516,27.348301846400133,22.903140075375937,-4.445161771024196,BAD
case2,case2_y2816_x1408,1408,2816,517,27.663344941435682,25.482684323959738,-2.1806606174759438,BAD
case2,case2_y2816_x1536,1536,2816,518,26.943264518990553,24.902542747736426,-2.040721771254127,BAD
case2,case2_y2816_x1664,1664,2816,519,26.363541436879867,24.6738439482235,-1.6896974886563676,BAD
case2,case2_y2816_x1792,1792,2816,520,25.537646491104464,23.14128357216584,-2.3963629189386246,BAD
case2,case2_y2816_x1920,1920,2816,521,26.345449277420254,22.74529923779063,-3.600150039629625,BAD
case2,case2_y2816_x2048,2048,2816,522,25.85089874806295,21.413651604745006,-4.4372471433179435,BAD
case2,case2_y2816_x2176,2176,2816,523,26.46794063982992,22.59653873633603,-3.87140190349389,BAD
case2,case2_y2816_x2304,2304,2816,524,29.57327053343679,25.09207116942211,-4.481199364014682,BAD
case2,case2_y2816_x2432,2432,2816,525,29.402820442507988,23.79117013574099,-5.611650306766997,BAD
case2,case2_y2816_x2560,2560,2816,526,28.668140761039712,24.418920483932677,-4.249220277107035,BAD
case2,case2_y2816_x2688,2688,2816,527,29.1638918849711,25.57231203338148,-3.5915798515896213,BAD
case2,case2_y2816_x2816,2816,2816,528,30.277210864461424,26.534593579836752,-3.7426172846246715,BAD
case2,case2_y2944_x0000,0,2944,529,30.29918112325323,25.343929632838403,-4.9552514904148275,BAD
case2,case2_y2944_x0128,128,2944,530,26.720616634677054,24.321021639098326,-2.3995949955787275,BAD
case2,case2_y2944_x0256,256,2944,531,26.842770678687845,24.12807902619938,-2.7146916524884652,BAD
case2,case2_y2944_x0384,384,2944,532,29.708120786474442,24.44003650952851,-5.268084276945931,BAD
case2,case2_y2944_x0512,512,2944,533,28.796857758384004,24.698592916099674,-4.09826484228433,BAD
case2,case2_y2944_x0640,640,2944,534,27.890812530640968,23.977646014200033,-3.913166516440935,BAD
case2,case2_y2944_x0768,768,2944,535,26.180635333808414,22.965637751017365,-3.2149975827910495,BAD
case2,case2_y2944_x0896,896,2944,536,26.814810651100256,23.532034659942536,-3.2827759911577203,BAD
case2,case2_y2944_x1024,1024,2944,537,30.57707339746383,24.34082506050684,-6.23624833695699,BAD
case2,case2_y2944_x1152,1152,2944,538,30.883248336476,23.27454824342358,-7.60870009305242,BAD
case2,case2_y2944_x1280,1280,2944,539,30.83798579266743,24.636457555633147,-6.201528237034282,BAD
case2,case2_y2944_x1408,1408,2944,540,32.82888625332949,30.32994312255377,-2.4989431307757215,BAD
case2,case2_y2944_x1536,1536,2944,541,32.36276762979328,30.62079350676147,-1.741974123031813,BAD
case2,case2_y2944_x1664,1664,2944,542,30.07131800054704,27.95191646920737,-2.1194015313396726,BAD
case2,case2_y2944_x1792,1792,2944,543,31.740649343211295,27.483968331081105,-4.256681012130191,BAD
case2,case2_y2944_x1920,1920,2944,544,32.344642433456585,24.96777894989996,-7.376863483556626,BAD
case2,case2_y2944_x2048,2048,2944,545,29.61578568536559,22.217991565560638,-7.397794119804953,BAD
case2,case2_y2944_x2176,2176,2944,546,30.23164342644506,23.806593461679476,-6.425049964765584,BAD
case2,case2_y2944_x2304,2304,2944,547,32.49456731968965,25.69921052216134,-6.79535679752831,BAD
case2,case2_y2944_x2432,2432,2944,548,33.325127395099045,25.287421367861743,-8.037706027237302,BAD
case2,case2_y2944_x2560,2560,2944,549,32.69857393511303,27.141350220374584,-5.5572237147384485,BAD
case2,case2_y2944_x2688,2688,2944,550,31.87044306599562,26.454735716684077,-5.415707349311543,BAD
case2,case2_y2944_x2816,2816,2944,551,32.611349875971165,27.761263254861333,-4.850086621109831,BAD
case2,case2_y3072_x0000,0,3072,552,31.961529207520726,29.870454856957366,-2.0910743505633604,BAD
case2,case2_y3072_x0128,128,3072,553,30.204811522324718,28.868018367592217,-1.3367931547325007,BAD
case2,case2_y3072_x0256,256,3072,554,30.63400317854078,26.37816738837227,-4.255835790168511,BAD
case2,case2_y3072_x0384,384,3072,555,30.385253808295722,24.7686269001768,-5.616626908118924,BAD
case2,case2_y3072_x0512,512,3072,556,29.777568212785816,25.618695725176075,-4.158872487609742,BAD
case2,case2_y3072_x0640,640,3072,557,28.426346897444304,25.226875512111185,-3.199471385333119,BAD
case2,case2_y3072_x0768,768,3072,558,25.71856552892671,23.8349393875095,-1.88362614141721,BAD
case2,case2_y3072_x0896,896,3072,559,26.351881551357884,24.773704187433818,-1.5781773639240662,BAD
case2,case2_y3072_x1024,1024,3072,560,30.69617337187796,25.66438851376472,-5.031784858113241,BAD
case2,case2_y3072_x1152,1152,3072,561,30.901403241272472,23.051750173123928,-7.849653068148545,BAD
case2,case2_y3072_x1280,1280,3072,562,30.622996186095463,23.666532263315425,-6.9564639227800384,BAD
case2,case2_y3072_x1408,1408,3072,563,31.506482292384028,27.759696731784707,-3.7467855605993208,BAD
case2,case2_y3072_x1536,1536,3072,564,31.057964879210196,28.35386681879433,-2.704098060415866,BAD
case2,case2_y3072_x1664,1664,3072,565,30.019830068107286,27.92982299576359,-2.0900070723436954,BAD
case2,case2_y3072_x1792,1792,3072,566,30.165280752329235,26.9390551487343,-3.2262256035949335,BAD
case2,case2_y3072_x1920,1920,3072,567,29.304171250424385,24.47447029464023,-4.829700955784155,BAD
case2,case2_y3072_x2048,2048,3072,568,28.615619199724502,21.726875683946272,-6.888743515778231,BAD
case2,case2_y3072_x2176,2176,3072,569,31.74447013789947,23.399689906142207,-8.344780231757262,BAD
case2,case2_y3072_x2304,2304,3072,570,35.14625319481332,23.802213025505527,-11.344040169307792,BAD
case2,case2_y3072_x2432,2432,3072,571,35.61498177995866,24.10858566099581,-11.50639611896285,BAD
case2,case2_y3072_x2560,2560,3072,572,36.10081893650421,25.323051110382792,-10.77776782612142,BAD
case2,case2_y3072_x2688,2688,3072,573,33.6135265735077,22.351267942088366,-11.262258631419332,BAD
case2,case2_y3072_x2816,2816,3072,574,36.008955210306446,25.21823392300216,-10.790721287304287,BAD
case2,case2_y3200_x0000,0,3200,575,31.608651231902805,31.876379894683264,0.2677286627804598,GOOD
case2,case2_y3200_x0128,128,3200,576,31.304417369719914,31.609027138581673,0.3046097688617593,GOOD
